id,score
7553,0.22119374987044288
7554,0.015338605210579361
7555,0.10746803967839172
7556,0.6451572439996129
7557,0.7078369609334673
7558,0.7236498042582462
7559,0.05007265469291485
7560,0.07097893333786459
7561,0.35107445293384204
7562,0.047742879539385184
7563,0.012856615794507361
7564,0.11523943794402423
7565,0.5560450642468154
7566,0.9122079374697453
7567,0.13802411297526215
7568,0.00981455346618064
7569,0.035582255901106814
7570,0.22967168307009822
7571,0.5978349181778992
7572,0.013300047697532196
7573,0.0311989018820139
7574,0.7628698277710506
7575,0.21529168741373184
7576,0.15065136881646207
7577,0.11513546965147106
7578,0.2721562231657547
7579,0.041781820334679955
7580,0.6154929115098934
7581,0.7176466531647497
7582,0.10975923278553716
7583,0.0750835211723562
7584,0.08738282968908516
7585,0.07975541718349567
7586,0.13812841645608426
7587,0.03370668570011951
7588,0.14963137644400454
7589,0.0847785249207712
7590,0.8954280167425961
7591,0.018233259006894088
7592,0.09105056543435466
7593,0.04155995843870159
7594,0.7632155033053893
7595,0.022257196239676116
7596,0.14578841002072493
7597,0.40748205954440997
7598,0.7801672770232014
7599,0.8486970603413635
7600,0.25952035141881175
7601,0.020033193929116094
7602,0.19777671768139699
7603,0.10683310673319536
7604,0.09345379509850466
7605,0.7750113102867813
7606,0.184309403219941
7607,0.014697493134462747
7608,0.021136496945548693
7609,0.634266900202006
7610,0.256140173864523
7611,0.06669179163288767
7612,0.011765502330211145
7613,0.26994170032397125
7614,0.6578486123118591
7615,0.023416260591069864
7616,0.014422784017209684
7617,0.7183994166604983
7618,0.010717620738122506
7619,0.842175351639916
7620,0.9188776089230932
7621,0.8940870527076019
7622,0.03987985681529864
7623,0.09928366448833456
7624,0.08080011915414553
7625,0.025045106935857223
7626,0.34599087557569885
7627,0.25837770474874766
7628,0.5519414646134613
7629,0.75172407566853
7630,0.2464584495697738
7631,0.1916645560321907
7632,0.5453007184098628
7633,0.5459658931183992
7634,0.63797796461877
7635,0.8984867961728913
7636,0.014403252184204565
7637,0.09578715185821565
7638,0.8649844751536605
7639,0.11652620538647071
7640,0.9053114262876204
7641,0.8907282244877774
7642,0.21585831882163678
7643,0.043972574195903405
7644,0.06777655241822464
7645,0.07194574567170386
7646,0.6578250938740564
7647,0.07271396328675706
7648,0.025189591026668047
7649,0.5633391707377366
7650,0.6986870843030757
7651,0.022100102584007866
7652,0.4304990580284821
7653,0.00974147075087748
7654,0.04639892045486174
7655,0.8791655980776232
7656,0.018815499675373933
7657,0.049290685463886215
7658,0.1852294801416826
7659,0.1624908706463039
