id,prediction
7553,0.10447837875744581
7554,0.006123770655410187
7555,0.05237558569382858
7556,0.6193535251724573
7557,0.7799692513661827
7558,0.7700429358293535
7559,0.039476831424677776
7560,0.1582742278664966
7561,0.3776241253926415
7562,0.12176601310906039
7563,0.004442467996075229
7564,0.006941374042842443
7565,0.5029840378460062
7566,0.9510347340680396
7567,0.19685790123795238
7568,0.0002376742569472263
7569,0.0536225812601154
7570,0.39839561850533933
7571,0.7023877608740281
7572,0.0015294864864550837
7573,0.03460564018086709
7574,0.7933527471547468
7575,0.1447030138932991
7576,0.15955132387135312
7577,0.19716054523399837
7578,0.33304775690729893
7579,0.093223200648309
7580,0.5987973661226659
7581,0.6513913348177605
7582,0.03482384842167668
7583,0.196521538697018
7584,0.05218252658951873
7585,0.2471624404628319
7586,0.15678884737104498
7587,0.16509986468661075
7588,0.26024636310410904
7589,0.1430476820206738
7590,0.9457155561164221
7591,0.0352616848145956
7592,0.21732147393187656
7593,0.10108880055197036
7594,0.8280463549139323
7595,0.015400680641247024
7596,0.08279379313874366
7597,0.3782961526072729
7598,0.7937292254196964
7599,0.8448327839748043
7600,0.3485155299875886
7601,0.017026211156451008
7602,0.2316211198662719
7603,0.0897120851847855
7604,0.14093921575000046
7605,0.8863906107406931
7606,0.16764983352812884
7607,0.021707810724940574
7608,0.005956334571001757
7609,0.32434650060539855
7610,0.15031391811522252
7611,0.0389775071932492
7612,0.0061068017040986034
7613,0.13278978543876985
7614,0.6691900745679255
7615,0.012793761593664282
7616,0.017033266488027148
7617,0.6805295727568328
7618,0.002870728632693699
7619,0.8904256254069447
7620,0.9822929305107035
7621,0.9615360845374398
7622,0.018010857637235665
7623,0.1813433876200742
7624,0.03580916781921612
7625,0.014898231953290993
7626,0.17831002701771487
7627,0.4653027611386251
7628,0.7471367767311996
7629,0.8025361716090273
7630,0.4042053366082568
7631,0.06641624285160252
7632,0.4750372334457668
7633,0.72779666125741
7634,0.689688482473306
7635,0.9529420243395638
7636,0.006617998849307418
7637,0.13938079229844447
7638,0.9293052414992908
7639,0.20424923710157802
7640,0.9541497998215576
7641,0.9204162865228955
7642,0.21620105753892527
7643,0.09599008012931487
7644,0.027798231057441142
7645,0.01243660094542497
7646,0.7405277754477662
7647,0.02974130706076411
7648,0.030600924806179097
7649,0.5484260793203821
7650,0.6766978016166009
7651,0.010660974184485814
7652,0.503633199979576
7653,0.002218982955116169
7654,0.016243227881797655
7655,0.9339691798501489
7656,0.02897242120829907
7657,0.006406597761296415
7658,0.11387781858600154
7659,0.35554049803355814
7660,0.5596351720164625
7661,0.10862332909423611
7662,0.8583296620059369
7663,0.576105051353764
7664,0.967828912467853
7665,0.02707535816443648
7666,0.028984209595587195
7667,0.8019292247639083
7668,0.07816122833441468
7669,0.9637227519656987
7670,0.6385411775601022
7671,0.016086138561704186
7672,0.040276440703230186
7673,0.0080348867032836
7674,0.8721628453460809
7675,0.027245608548547275
7676,0.6380620021329747
7677,0.5348701043262426
7678,0.9547077248823093
7679,0.8899483259683916
7680,0.004395838847307143
7681,0.04876759652637351
7682,0.23259683536037418
7683,0.029030824312098212
7684,0.09268152807572963
7685,0.8736607850695984
7686,0.9338466742671193
7687,0.009891339317082077
7688,0.10614718922497046
7689,0.0045867248976564304
7690,0.0175669985690644
7691,0.028849057994836474
7692,0.11745467048776138
7693,0.0030757204730311265
7694,0.18864640321272286
7695,0.02868705308608677
7696,0.19050752021383616
7697,0.5970292813027538
7698,0.03920010705656696
7699,0.8966896122602479
7700,0.6544558563640611
7701,0.9295395394447088
7702,0.023243505102803347
7703,0.8714474020456356
7704,0.6391177335217351
7705,0.252019545003726
7706,0.08041026736636034
7707,0.12055779703702388
7708,0.7340768505748752
7709,0.4253773427100084
7710,0.017313459952447048
7711,0.7114888025109042
7712,0.008759956885595152
7713,0.08448962550229057
7714,0.16853659944116506
7715,0.6366479041783856
7716,0.10177277484286569
7717,0.04408165586913808
7718,0.5375633726698332
7719,0.021614681332481712
7720,0.028006104590290928
7721,0.9441504644529841
7722,0.811169880428821
7723,0.2445992567318232
7724,0.40443809113475115
7725,0.8828239481873386
7726,0.0860165776932656
7727,0.017290409372667036
7728,0.12285693708851111
7729,0.025269853793355973
7730,0.2747487723996439
7731,0.7917943087717034
7732,0.9839646814168355
7733,0.6964514045215986
7734,0.006709070591657897
7735,0.9873514158851411
7736,0.9518201505130566
7737,0.8623172430645869
7738,0.419648602021145
7739,0.8856060715376036
7740,0.10001884644357587
7741,0.38643273320941307
7742,0.030601763903624943
7743,0.009640387331995489
7744,0.7559072761757608
7745,0.015512490328360468
7746,0.0730804083681926
7747,0.1816084856515943
7748,0.00840979087801114
7749,0.04879042296305526
7750,0.046299343253571365
7751,0.008021595841482675
7752,0.42857586530045166
7753,0.9071765732067285
7754,0.004889516193656729
7755,0.053805230335682824
7756,0.1678579182643828
7757,0.05938535088034594
7758,0.5411747947947003
7759,0.01696567665725361
7760,0.12076111691309405
7761,0.06575274218477994
7762,0.007841010547705496
7763,0.043310529649397814
7764,0.01650300862683247
7765,0.6288475254372106
7766,0.38879879038756426
7767,0.05107797346462295
7768,0.12459604909447164
7769,0.019511378152442607
7770,0.03863195029997936
7771,0.04317764535870475
7772,0.7499490725594841
7773,0.014038903492129386
7774,0.02044726433232232
7775,0.005681231445714874
7776,0.9203120690022012
7777,0.26988134125535246
7778,0.016629396867919012
7779,0.017009113543377297
7780,0.3544686438722441
7781,0.0416543324616077
7782,0.052660651386732725
7783,0.06785403169046929
7784,0.07381201948184604
7785,0.8636221047719019
7786,0.9399655059006107
7787,0.004471747844192842
7788,0.02307575295057268
7789,0.1927013927596563
7790,0.9300416888083984
7791,0.7763849290749776
7792,0.05567181293451162
7793,0.046253910949200616
7794,0.1963819464324949
7795,0.4704793059796727
7796,0.015415554935275542
7797,0.014203475689675515
7798,0.23890122302555314
7799,0.9750668038166586
7800,0.15889748458648018
7801,0.8435488326169993
7802,0.04563759702293595
7803,0.9049672017174908
7804,0.006833345911530486
7805,0.0018907249141954128
7806,0.3642324690927875
